AC›L YARDIM VE AFET Y÷NET›M›(FAK‹LTE),
AC›L YARDIM VE AFET Y÷NET›M›(Y‹KSEKOKUL),
ADL› B›L›MLER,
ADL› B›L›ﬁ›M M‹HEND›SL›–›,
ADL› B›L›ﬁ›M M‹HEND›SL›–›(M.T.O.K.),
A–A« ›ﬁLER› END‹STR› M‹HEND›SL›–›,
A–A« ›ﬁLER› END‹STR› M‹HEND›SL›–›(M.T.O.K.),
A›LE VE T‹KET›C› B›L›MLER›,
AKT‹ERYA B›L›MLER›(FAK‹LTE),
ALMAN D›L› VE EDEB›YATI,
ALMANCA M‹TERC›M VE TERC‹MANLIK(FAK‹LTE),
ALMANCA M‹TERC›M VE TERC‹MANLIK(Y‹KSEKOKUL),
ALMANCA ÷–RETMENL›–›,
AMER›KAN K‹LT‹R‹ VE EDEB›YATI,
ANTREN÷RL‹K E–›T›M›(FAK‹LTE),
ANTREN÷RL‹K E–›T›M›(Y‹KSEKOKUL),
ANTROPOLOJ›,
ARAP D›L› VE EDEB›YATI,
ARAP«A M‹TERC›M VE TERC‹MANLIK(FAK‹LTE),
ARAP«A M‹TERC›M VE TERC‹MANLIK(Y‹KSEKOKUL),
ARAP«A ÷–RETMENL›–›,
ARKEOLOJ›,
ARKEOLOJ› VE SANAT TAR›H›,
ARNAVUT D›L› VE EDEB›YATI,
ASTRONOM› VE UZAY B›L›MLER›,
AYAKKABI TASARIMI VE ‹RET›M›,
AZERBAYCAN T‹RK«ES› VE EDEB›YATI,
BAH«E B›TK›LER›,
BALIK«ILIK TEKNOLOJ›S› M‹HEND›SL›–›,
BANKACILIK,
BANKACILIK VE F›NANS,
BANKACILIK VE S›GORTACILIK(FAK‹LTE),
BANKACILIK VE S›GORTACILIK(Y‹KSEKOKUL),
BASIM TEKNOLOJ›LER›,
BASIN VE YAYIN,
BATI D›LLER›,
BEDEN E–›T›M› VE SPOR ÷–RETMENL›–›(FAK‹LTE),
BEDEN E–›T›M› VE SPOR ÷–RETMENL›–›(Y‹KSEKOKUL),
BESLENME VE D›YETET›K(FAK‹LTE),
BESLENME VE D›YETET›K(Y‹KSEKOKUL),
B›LG› G‹VENL›–› TEKNOLOJ›S›(FAK‹LTE),
B›LG› G‹VENL›–› TEKNOLOJ›S›(Y‹KSEKOKUL),
B›LG› VE BELGE Y÷NET›M›,
B›LG›SAYAR B›L›MLER›,
B›LG›SAYAR M‹HEND›SL›–›,
B›LG›SAYAR M‹HEND›SL›–›(M.T.O.K.),
B›LG›SAYAR TEKNOLOJ›S› VE B›L›ﬁ›M S›STEMLER›,
B›LG›SAYAR VE ÷–RET›M TEKNOLOJ›LER› ÷–RETMENL›–›,
B›L›M TAR›H›,
B›L›ﬁ›M S›STEMLER› M‹HEND›SL›–›,
B›L›ﬁ›M S›STEMLER› M‹HEND›SL›–›(M.T.O.K.),
B›L›ﬁ›M S›STEMLER› VE TEKNOLOJ›LER›(FAK‹LTE),
B›L›ﬁ›M S›STEMLER› VE TEKNOLOJ›LER›(Y‹KSEKOKUL),
B›TK› KORUMA,
B›TK›SEL ‹RET›M VE TEKNOLOJ›LER›,
B›YOK›MYA,
B›YOLOJ›,
B›YOLOJ› ÷–RETMENL›–›,
B›YOMED›KAL M‹HEND›SL›–›,
